date,country,new_cases,new_deaths,new_recoveries,cumulative_cases,cumulative_deaths
2021-02-24,Japan,49766,1141,43395,33397773,767056
2021-02-25,Japan,51650,1186,45038,33449423,768242
2021-02-26,Japan,55881,1281,48728,33505304,769523
2021-02-27,Japan,53024,1220,46236,33558328,770743
2021-02-28,Japan,49189,1129,42892,33607517,771872
2021-03-01,Japan,55521,1275,48414,33663038,773147
2021-03-02,Japan,53366,1227,46535,33716404,774374
2021-03-03,Japan,58490,1340,51003,33774894,775714
2021-03-04,Japan,58814,1351,51285,33833708,777065
2021-03-05,Japan,61843,1420,53926,33895551,778485
2021-03-06,Japan,61019,1401,53208,33956570,779886
2021-03-07,Japan,62357,1431,54375,34018927,781317
2021-03-08,Japan,57887,1328,50477,34076814,782645
2021-03-09,Japan,63085,1449,55009,34139899,784094
2021-03-10,Japan,67441,1547,58808,34207340,785641
2021-03-11,Japan,60000,1378,52319,34267340,787019
2021-03-12,Japan,68539,1573,59765,34335879,788592
2021-03-13,Japan,61863,1420,53944,34397742,790012
2021-03-14,Japan,61593,1415,53708,34459335,791427
2021-03-15,Japan,66015,1515,57564,34525350,792942
2021-03-16,Japan,68114,1567,59395,34593464,794509
2021-03-17,Japan,69490,1596,60595,34662954,796105
2021-03-18,Japan,63919,1470,55737,34726873,797575
2021-03-19,Japan,69303,1590,60432,34796176,799165
2021-03-20,Japan,66149,1518,57681,34862325,800683
2021-03-21,Japan,64005,1467,55812,34926330,802150
2021-03-22,Japan,66559,1528,58039,34992889,803678
2021-03-23,Japan,67790,1556,59112,35060679,805234
2021-03-24,Japan,72910,1675,63577,35133589,806909
2021-03-25,Japan,75794,1742,66092,35209383,808651
2021-03-26,Japan,66934,1539,58366,35276317,810190
2021-03-27,Japan,74120,1705,64632,35350437,811895
2021-03-28,Japan,69083,1585,60240,35419520,813480
2021-03-29,Japan,76280,1752,66516,35495800,815232
2021-03-30,Japan,72167,1656,62929,35567967,816888
2021-03-31,Japan,71061,1633,61965,35639028,818521
2021-04-01,Japan,78526,1807,68474,35717554,820328
2021-04-02,Japan,73759,1692,64317,35791313,822020
2021-04-03,Japan,75248,1730,65616,35866561,823750
2021-04-04,Japan,68367,1572,59615,35934928,825322
2021-04-05,Japan,80997,1859,70629,36015925,827181
2021-04-06,Japan,80940,1860,70579,36096865,829041
2021-04-07,Japan,78162,1795,68157,36175027,830836
2021-04-08,Japan,72516,1665,63233,36247543,832501
2021-04-09,Japan,83639,1920,72933,36331182,834421
2021-04-10,Japan,76563,1758,66762,36407745,836179
2021-04-11,Japan,77713,1787,67765,36485458,837966
2021-04-12,Japan,89038,2045,77640,36574496,840011
2021-04-13,Japan,77263,1773,67373,36651759,841784
2021-04-14,Japan,83315,1914,72650,36735074,843698
2021-04-15,Japan,82828,1898,72225,36817902,845596
2021-04-16,Japan,82347,1890,71806,36900249,847486
2021-04-17,Japan,82100,1888,71591,36982349,849374
2021-04-18,Japan,82650,1898,72070,37064999,851272
2021-04-19,Japan,82372,1891,71828,37147371,853163
2021-04-20,Japan,81176,1865,70785,37228547,855028
2021-04-21,Japan,87645,2015,76426,37316192,857043
2021-04-22,Japan,76208,1753,66453,37392400,858796
2021-04-23,Japan,85785,1969,74804,37478185,860765
2021-04-24,Japan,85005,1952,74124,37563190,862717
2021-04-25,Japan,84509,1941,73691,37647699,864658
2021-04-26,Japan,86204,1982,75169,37733903,866640
2021-04-27,Japan,81229,1866,70831,37815132,868506
2021-04-28,Japan,73926,1702,64463,37889058,870208
2021-04-29,Japan,81172,1864,70781,37970230,872072
2021-04-30,Japan,77330,1780,67431,38047560,873852
2021-05-01,Japan,78264,1796,68246,38125824,875648
2021-05-02,Japan,76051,1744,66316,38201875,877392
2021-05-03,Japan,78988,1814,68877,38280863,879206
2021-05-04,Japan,78319,1801,68294,38359182,881007
2021-05-05,Japan,70940,1628,61859,38430122,882635
2021-05-06,Japan,83089,1907,72453,38513211,884542
2021-05-07,Japan,88907,2044,77526,38602118,886586
2021-05-08,Japan,82160,1888,71643,38684278,888474
2021-05-09,Japan,78637,1805,68571,38762915,890279
2021-05-10,Japan,78906,1811,68805,38841821,892090
2021-05-11,Japan,77123,1773,67251,38918944,893863
2021-05-12,Japan,78774,1806,68690,38997718,895669
2021-05-13,Japan,77896,1791,67925,39075614,897460
2021-05-14,Japan,74374,1710,64853,39149988,899170
2021-05-15,Japan,83719,1918,73002,39233707,901088
2021-05-16,Japan,71070,1632,61972,39304777,902720
2021-05-17,Japan,79065,1812,68944,39383842,904532
2021-05-18,Japan,75463,1731,65803,39459305,906263
2021-05-19,Japan,82516,1894,71953,39541821,908157
2021-05-20,Japan,76117,1746,66373,39617938,909903
2021-05-21,Japan,72975,1681,63634,39690913,911584
2021-05-22,Japan,72853,1675,63527,39763766,913259
2021-05-23,Japan,73352,1687,63962,39837118,914946
2021-05-24,Japan,68477,1572,59711,39905595,916518
2021-05-25,Japan,69272,1591,60405,39974867,918109
2021-05-26,Japan,65050,1497,56723,40039917,919606
2021-05-27,Japan,67536,1552,58891,40107453,921158
2021-05-28,Japan,70497,1620,61473,40177950,922778
2021-05-29,Japan,70561,1619,61529,40248511,924397
2021-05-30,Japan,62038,1423,54097,40310549,925820
2021-05-31,Japan,67711,1556,59043,40378260,927376
2021-06-01,Japan,69392,1594,60509,40447652,928970
2021-06-02,Japan,66247,1519,57767,40513899,930489
2021-06-03,Japan,63986,1470,55795,40577885,931959
2021-06-04,Japan,64012,1468,55818,40641897,933427
2021-06-05,Japan,62880,1444,54831,40704777,934871
2021-06-06,Japan,61852,1418,53934,40766629,936289
2021-06-07,Japan,63686,1465,55534,40830315,937754
2021-06-08,Japan,69579,1597,60672,40899894,939351
2021-06-09,Japan,59321,1361,51727,40959215,940712
2021-06-10,Japan,59870,1373,52206,41019085,942085
2021-06-11,Japan,59902,1373,52234,41078987,943458
2021-06-12,Japan,57233,1315,49907,41136220,944773
2021-06-13,Japan,61689,1419,53792,41197909,946192
2021-06-14,Japan,50839,1169,44331,41248748,947361
2021-06-15,Japan,55364,1274,48277,41304112,948635
2021-06-16,Japan,58362,1344,50891,41362474,949979
2021-06-17,Japan,54442,1252,47473,41416916,951231
2021-06-18,Japan,52205,1198,45522,41469121,952429
2021-06-19,Japan,54804,1259,47788,41523925,953688
2021-06-20,Japan,55195,1263,48129,41579120,954951
2021-06-21,Japan,52527,1208,45803,41631647,956159
2021-06-22,Japan,49106,1128,42820,41680753,957287
2021-06-23,Japan,51480,1185,44890,41732233,958472
2021-06-24,Japan,48511,1113,42301,41780744,959585
2021-06-25,Japan,50496,1161,44032,41831240,960746
2021-06-26,Japan,51407,1179,44826,41882647,961925
2021-06-27,Japan,40903,939,35667,41923550,962864
2021-06-28,Japan,46467,1064,40519,41970017,963928
2021-06-29,Japan,41449,954,36143,42011466,964882
2021-06-30,Japan,50016,1151,43613,42061482,966033
2021-07-01,Japan,42731,980,37261,42104213,967013
2021-07-02,Japan,44546,1023,38844,42148759,968036
2021-07-03,Japan,42059,966,36675,42190818,969002
2021-07-04,Japan,39667,910,34589,42230485,969912
2021-07-05,Japan,38657,888,33708,42269142,970800
2021-07-06,Japan,42881,984,37392,42312023,971784
2021-07-07,Japan,40799,939,35576,42352822,972723
2021-07-08,Japan,41860,961,36501,42394682,973684
2021-07-09,Japan,37473,865,32676,42432155,974549
2021-07-10,Japan,37120,852,32368,42469275,975401
2021-07-11,Japan,35345,812,30820,42504620,976213
2021-07-12,Japan,34557,794,30133,42539177,977007
2021-07-13,Japan,32517,748,28354,42571694,977755
2021-07-14,Japan,33696,774,29382,42605390,978529
2021-07-15,Japan,31518,725,27483,42636908,979254
2021-07-16,Japan,32788,753,28591,42669696,980007
2021-07-17,Japan,31619,724,27571,42701315,980731
2021-07-18,Japan,31074,711,27096,42732389,981442
2021-07-19,Japan,32430,746,28278,42764819,982188
2021-07-20,Japan,29165,673,25431,42793984,982861
2021-07-21,Japan,29607,676,25817,42823591,983537
2021-07-22,Japan,30699,702,26769,42854290,984239
2021-07-23,Japan,28941,662,25236,42883231,984901
2021-07-24,Japan,28027,645,24439,42911258,985546
2021-07-25,Japan,25444,586,22187,42936702,986132
2021-07-26,Japan,25481,583,22219,42962183,986715
2021-07-27,Japan,22933,531,19997,42985116,987246
2021-07-28,Japan,24521,562,21382,43009637,987808
2021-07-29,Japan,23624,545,20600,43033261,988353
2021-07-30,Japan,22720,523,19811,43055981,988876
2021-07-31,Japan,23229,531,20255,43079210,989407
2021-08-01,Japan,20203,463,17616,43099413,989870
2021-08-02,Japan,22634,518,19736,43122047,990388
2021-08-03,Japan,21271,486,18548,43143318,990874
2021-08-04,Japan,19722,452,17197,43163040,991326
2021-08-05,Japan,19098,436,16653,43182138,991762
2021-08-06,Japan,19151,439,16699,43201289,992201
2021-08-07,Japan,19555,453,17051,43220844,992654
2021-08-08,Japan,17741,408,15470,43238585,993062
2021-08-09,Japan,17265,395,15055,43255850,993457
2021-08-10,Japan,16657,381,14524,43272507,993838
2021-08-11,Japan,17593,403,15341,43290100,994241
2021-08-12,Japan,15383,357,13413,43305483,994598
2021-08-13,Japan,15181,346,13237,43320664,994944
2021-08-14,Japan,15824,363,13798,43336488,995307
2021-08-15,Japan,14399,331,12555,43350887,995638
2021-08-16,Japan,14643,338,12768,43365530,995976
2021-08-17,Japan,12812,293,11172,43378342,996269
2021-08-18,Japan,12870,293,11222,43391212,996562
2021-08-19,Japan,13530,311,11798,43404742,996873
2021-08-20,Japan,11779,273,10271,43416521,997146
2021-08-21,Japan,11711,268,10211,43428232,997414
2021-08-22,Japan,11565,264,10084,43439797,997678
2021-08-23,Japan,10499,241,9155,43450296,997919
2021-08-24,Japan,10461,237,9121,43460757,998156
2021-08-25,Japan,10386,238,9056,43471143,998394
2021-08-26,Japan,10006,232,8725,43481149,998626
2021-08-27,Japan,10264,237,8950,43491413,998863
2021-08-28,Japan,10037,230,8752,43501450,999093
2021-08-29,Japan,8612,201,7509,43510062,999294
2021-08-30,Japan,8736,204,7617,43518798,999498
2021-08-31,Japan,8669,200,7559,43527467,999698
2021-09-01,Japan,8706,197,7591,43536173,999895
2021-09-02,Japan,8087,182,7051,43544260,1000077
2021-09-03,Japan,7637,178,6659,43551897,1000255
2021-09-04,Japan,7500,172,6539,43559397,1000427
2021-09-05,Japan,7232,169,6306,43566629,1000596
2021-09-06,Japan,6427,144,5604,43573056,1000740
2021-09-07,Japan,6556,150,5716,43579612,1000890
2021-09-08,Japan,6711,156,5851,43586323,1001046
2021-09-09,Japan,5958,135,5195,43592281,1001181
2021-09-10,Japan,5833,136,5086,43598114,1001317
2021-09-11,Japan,5508,126,4802,43603622,1001443
2021-09-12,Japan,4741,108,4134,43608363,1001551
2021-09-13,Japan,5164,116,4502,43613527,1001667
2021-09-14,Japan,5035,116,4390,43618562,1001783
2021-09-15,Japan,4645,111,4050,43623207,1001894
2021-09-16,Japan,4316,99,3763,43627523,1001993
2021-09-17,Japan,4206,95,3667,43631729,1002088
2021-09-18,Japan,4389,103,3827,43636118,1002191
2021-09-19,Japan,4460,100,3889,43640578,1002291
2021-09-20,Japan,4166,99,3632,43644744,1002390
2021-09-21,Japan,3485,77,3038,43648229,1002467
2021-09-22,Japan,3740,86,3261,43651969,1002553
2021-09-23,Japan,3324,79,2898,43655293,1002632
2021-09-24,Japan,3201,71,2791,43658494,1002703
2021-09-25,Japan,3087,71,2691,43661581,1002774
2021-09-26,Japan,3136,74,2734,43664717,1002848
2021-09-27,Japan,3041,65,2651,43667758,1002913
2021-09-28,Japan,2765,65,2411,43670523,1002978
2021-09-29,Japan,2649,60,2309,43673172,1003038
2021-09-30,Japan,2606,62,2272,43675778,1003100
2021-10-01,Japan,2506,55,2185,43678284,1003155
2021-10-02,Japan,2469,53,2152,43680753,1003208
2021-10-03,Japan,2085,46,1818,43682838,1003254
2021-10-04,Japan,2134,47,1860,43684972,1003301
2021-10-05,Japan,1928,43,1681,43686900,1003344
2021-10-06,Japan,1942,43,1693,43688842,1003387
2021-10-07,Japan,1839,38,1603,43690681,1003425
2021-10-08,Japan,1772,40,1545,43692453,1003465
2021-10-09,Japan,1627,37,1418,43694080,1003502
2021-10-10,Japan,1497,34,1305,43695577,1003536
2021-10-11,Japan,1381,32,1204,43696958,1003568
2021-10-12,Japan,1464,33,1276,43698422,1003601
2021-10-13,Japan,1375,28,1198,43699797,1003629
2021-10-14,Japan,1294,29,1128,43701091,1003658
2021-10-15,Japan,1363,31,1188,43702454,1003689
2021-10-16,Japan,1164,26,1015,43703618,1003715
2021-10-17,Japan,1243,25,1083,43704861,1003740
2021-10-18,Japan,1196,29,1042,43706057,1003769
2021-10-19,Japan,947,19,825,43707004,1003788
2021-10-20,Japan,1006,20,877,43708010,1003808
2021-10-21,Japan,933,21,813,43708943,1003829
2021-10-22,Japan,771,17,672,43709714,1003846
2021-10-23,Japan,798,19,695,43710512,1003865
2021-10-24,Japan,852,21,742,43711364,1003886
2021-10-25,Japan,860,21,749,43712224,1003907
2021-10-26,Japan,775,17,675,43712999,1003924
2021-10-27,Japan,715,17,623,43713714,1003941
2021-10-28,Japan,667,12,581,43714381,1003953
2021-10-29,Japan,689,18,600,43715070,1003971
2021-10-30,Japan,669,14,583,43715739,1003985
2021-10-31,Japan,554,16,483,43716293,1004001
2021-11-01,Japan,486,13,423,43716779,1004014
2021-11-02,Japan,458,10,399,43717237,1004024
2021-11-03,Japan,521,12,454,43717758,1004036
2021-11-04,Japan,461,12,401,43718219,1004048
2021-11-05,Japan,442,5,385,43718661,1004053
2021-11-06,Japan,376,8,327,43719037,1004061
2021-11-07,Japan,377,12,328,43719414,1004073
2021-11-08,Japan,366,10,319,43719780,1004083
2021-11-09,Japan,356,6,310,43720136,1004089
2021-11-10,Japan,326,8,284,43720462,1004097
2021-11-11,Japan,298,4,259,43720760,1004101
2021-11-12,Japan,285,5,248,43721045,1004106
2021-11-13,Japan,300,7,261,43721345,1004113
2021-11-14,Japan,270,7,235,43721615,1004120
2021-11-15,Japan,260,7,226,43721875,1004127
2021-11-16,Japan,226,7,197,43722101,1004134
2021-11-17,Japan,188,1,163,43722289,1004135
2021-11-18,Japan,206,4,179,43722495,1004139
2021-11-19,Japan,190,2,165,43722685,1004141
2021-11-20,Japan,192,3,167,43722877,1004144
2021-11-21,Japan,211,3,183,43723088,1004147
2021-11-22,Japan,174,4,151,43723262,1004151
2021-11-23,Japan,183,6,159,43723445,1004157
2021-11-24,Japan,154,5,134,43723599,1004162
2021-11-25,Japan,136,0,118,43723735,1004162
2021-11-26,Japan,135,2,117,43723870,1004164
2021-11-27,Japan,138,0,120,43724008,1004164
2021-11-28,Japan,130,0,113,43724138,1004164
2021-11-29,Japan,107,1,93,43724245,1004165
2021-11-30,Japan,106,3,92,43724351,1004168
2021-12-01,Japan,89,3,77,43724440,1004171
2021-12-02,Japan,97,3,84,43724537,1004174
2021-12-03,Japan,95,3,82,43724632,1004177
2021-12-04,Japan,81,0,70,43724713,1004177
2021-12-05,Japan,73,4,63,43724786,1004181
2021-12-06,Japan,73,3,63,43724859,1004184
2021-12-07,Japan,69,0,60,43724928,1004184
2021-12-08,Japan,63,0,54,43724991,1004184
2021-12-09,Japan,60,0,52,43725051,1004184
2021-12-10,Japan,55,0,47,43725106,1004184
2021-12-11,Japan,56,2,48,43725162,1004186
2021-12-12,Japan,51,2,44,43725213,1004188
2021-12-13,Japan,43,0,37,43725256,1004188
2021-12-14,Japan,40,0,34,43725296,1004188
2021-12-15,Japan,39,0,34,43725335,1004188
2021-12-16,Japan,40,1,34,43725375,1004189
2021-12-17,Japan,36,0,31,43725411,1004189
2021-12-18,Japan,31,2,27,43725442,1004191
2021-12-19,Japan,31,2,27,43725473,1004193
2021-12-20,Japan,28,1,24,43725501,1004194
2021-12-21,Japan,29,2,25,43725530,1004196
2021-12-22,Japan,26,0,22,43725556,1004196
2021-12-23,Japan,23,1,20,43725579,1004197
2021-12-24,Japan,22,0,19,43725601,1004197
2021-12-25,Japan,23,3,20,43725624,1004200
2021-12-26,Japan,18,0,15,43725642,1004200
2021-12-27,Japan,19,0,16,43725661,1004200
2021-12-28,Japan,16,5,13,43725677,1004205
2021-12-29,Japan,16,0,13,43725693,1004205
2021-12-30,Japan,13,1,11,43725706,1004206
2020-01-01,Mexico,102729,1279,89898,102729,1279
2020-01-02,Mexico,104050,1295,91054,206779,2574
2020-01-03,Mexico,105963,1320,92728,312742,3894
2020-01-04,Mexico,111919,1394,97940,424661,5288
2020-01-05,Mexico,115621,1444,101180,540282,6732
2020-01-06,Mexico,118066,1470,103319,658348,8202
2020-01-07,Mexico,116763,1453,102179,775111,9655
2020-01-08,Mexico,105494,1316,92317,880605,10971
2020-01-09,Mexico,115638,1441,101194,996243,12412
2020-01-10,Mexico,133100,1657,116475,1129343,14069
2020-01-11,Mexico,123308,1538,107906,1252651,15607
2020-01-12,Mexico,124985,1557,109374,1377636,17164
2020-01-13,Mexico,126638,1581,110820,1504274,18745
2020-01-14,Mexico,128683,1601,112610,1632957,20346
2020-01-15,Mexico,112494,1400,98443,1745451,21746
2020-01-16,Mexico,127801,1593,111838,1873252,23339
2020-01-17,Mexico,130724,1631,114396,2003976,24970
2020-01-18,Mexico,141074,1756,123453,2145050,26726
2020-01-19,Mexico,134486,1676,117688,2279536,28402
2020-01-20,Mexico,124561,1550,109003,2404097,29952
2020-01-21,Mexico,140241,1749,122724,2544338,31701
2020-01-22,Mexico,133240,1659,116598,2677578,33360
2020-01-23,Mexico,131792,1643,115331,2809370,35003
2020-01-24,Mexico,135904,1695,118929,2945274,36698
2020-01-25,Mexico,147172,1830,128790,3092446,38528
2020-01-26,Mexico,153837,1917,134622,3246283,40445
2020-01-27,Mexico,149673,1864,130978,3395956,42309
2020-01-28,Mexico,152197,1897,133187,3548153,44206
2020-01-29,Mexico,152420,1897,133382,3700573,46103
2020-01-30,Mexico,150995,1880,132135,3851568,47983
2020-01-31,Mexico,156823,1956,137235,4008391,49939
2020-02-01,Mexico,134335,1676,117556,4142726,51615
2020-02-02,Mexico,154922,1928,135572,4297648,53543
2020-02-03,Mexico,147168,1837,128786,4444816,55380
2020-02-04,Mexico,165565,2058,144886,4610381,57438
2020-02-05,Mexico,156458,1950,136916,4766839,59388
2020-02-06,Mexico,158981,1978,139124,4925820,61366
2020-02-07,Mexico,147790,1842,129331,5073610,63208
2020-02-08,Mexico,169046,2106,147932,5242656,65314
2020-02-09,Mexico,166956,2078,146103,5409612,67392
2020-02-10,Mexico,167390,2084,146483,5577002,69476
2020-02-11,Mexico,157134,1956,137508,5734136,71432
2020-02-12,Mexico,158323,1973,138548,5892459,73405
2020-02-13,Mexico,167409,2088,146499,6059868,75493
2020-02-14,Mexico,160604,2005,140544,6220472,77498
2020-02-15,Mexico,170803,2128,149469,6391275,79626
2020-02-16,Mexico,149769,1867,131062,6541044,81493
2020-02-17,Mexico,164509,2052,143961,6705553,83545
2020-02-18,Mexico,184496,2298,161452,6890049,85843
2020-02-19,Mexico,173646,2162,151957,7063695,88005
2020-02-20,Mexico,171919,2146,150446,7235614,90151
2020-02-21,Mexico,188020,2342,164536,7423634,92493
2020-02-22,Mexico,151505,1888,132582,7575139,94381
2020-02-23,Mexico,164991,2053,144383,7740130,96434
2020-02-24,Mexico,168965,2104,147861,7909095,98538
2020-02-25,Mexico,180219,2249,157709,8089314,100787
2020-02-26,Mexico,180721,2253,158149,8270035,103040
2020-02-27,Mexico,165924,2067,145200,8435959,105107
2020-02-28,Mexico,182356,2275,159579,8618315,107382
2020-02-29,Mexico,170394,2120,149111,8788709,109502
2020-03-01,Mexico,184621,2300,161561,8973330,111802
2020-03-02,Mexico,165209,2063,144574,9138539,113865
2020-03-03,Mexico,173221,2158,151585,9311760,116023
2020-03-04,Mexico,170073,2119,148830,9481833,118142
2020-03-05,Mexico,183564,2290,160636,9665397,120432
2020-03-06,Mexico,169771,2118,148566,9835168,122550
2020-03-07,Mexico,173891,2164,152172,10009059,124714
2020-03-08,Mexico,178568,2226,156264,10187627,126940
2020-03-09,Mexico,178756,2231,156429,10366383,129171
2020-03-10,Mexico,181540,2261,158865,10547923,131432
2020-03-11,Mexico,175445,2185,153532,10723368,133617
2020-03-12,Mexico,169733,2115,148533,10893101,135732
2020-03-13,Mexico,170043,2120,148804,11063144,137852
2020-03-14,Mexico,172968,2152,151364,11236112,140004
2020-03-15,Mexico,174541,2169,152740,11410653,142173
2020-03-16,Mexico,170734,2128,149409,11581387,144301
2020-03-17,Mexico,171743,2142,150292,11753130,146443
2020-03-18,Mexico,158142,1970,138390,11911272,148413
2020-03-19,Mexico,176338,2196,154313,12087610,150609
2020-03-20,Mexico,171674,2139,150232,12259284,152748
2020-03-21,Mexico,178090,2222,155846,12437374,154970
2020-03-22,Mexico,169029,2105,147917,12606403,157075
2020-03-23,Mexico,153795,1917,134586,12760198,158992
2020-03-24,Mexico,164813,2051,144227,12925011,161043
2020-03-25,Mexico,165511,2060,144838,13090522,163103
2020-03-26,Mexico,172708,2154,151136,13263230,165257
2020-03-27,Mexico,148671,1856,130102,13411901,167113
2020-03-28,Mexico,165479,2064,144810,13577380,169177
2020-03-29,Mexico,168644,2097,147580,13746024,171274
2020-03-30,Mexico,158270,1971,138502,13904294,173245
2020-03-31,Mexico,163541,2038,143114,14067835,175283
2020-04-01,Mexico,157083,1957,137463,14224918,177240
2020-04-02,Mexico,155502,1934,136079,14380420,179174
2020-04-03,Mexico,157322,1958,137672,14537742,181132
2020-04-04,Mexico,154124,1919,134874,14691866,183051
2020-04-05,Mexico,164432,2049,143894,14856298,185100
2020-04-06,Mexico,152370,1895,133339,15008668,186995
2020-04-07,Mexico,150260,1873,131492,15158928,188868
2020-04-08,Mexico,170383,2123,149102,15329311,190991
2020-04-09,Mexico,163201,2031,142817,15492512,193022
2020-04-10,Mexico,140476,1751,122930,15632988,194773
2020-04-11,Mexico,148179,1843,129671,15781167,196616
2020-04-12,Mexico,155109,1933,135735,15936276,198549
2020-04-13,Mexico,154901,1926,135553,16091177,200475
2020-04-14,Mexico,140321,1745,122794,16231498,202220
2020-04-15,Mexico,159556,1987,139627,16391054,204207
2020-04-16,Mexico,156214,1945,136702,16547268,206152
2020-04-17,Mexico,152835,1905,133746,16700103,208057
2020-04-18,Mexico,158538,1975,138736,16858641,210032
2020-04-19,Mexico,151047,1886,132181,17009688,211918
2020-04-20,Mexico,150259,1872,131491,17159947,213790
2020-04-21,Mexico,157625,1957,137937,17317572,215747
2020-04-22,Mexico,153538,1909,134361,17471110,217656
2020-04-23,Mexico,138739,1726,121410,17609849,219382
2020-04-24,Mexico,148729,1860,130152,17758578,221242
2020-04-25,Mexico,138750,1729,121420,17897328,222971
2020-04-26,Mexico,146497,1828,128199,18043825,224799
2020-04-27,Mexico,145689,1817,127492,18189514,226616
2020-04-28,Mexico,131921,1641,115444,18321435,228257
2020-04-29,Mexico,140323,1745,122796,18461758,230002
2020-04-30,Mexico,142536,1777,124733,18604294,231779
2020-05-01,Mexico,137129,1704,120001,18741423,233483
2020-05-02,Mexico,141937,1770,124209,18883360,235253
2020-05-03,Mexico,144935,1806,126832,19028295,237059
2020-05-04,Mexico,138725,1730,121398,19167020,238789
2020-05-05,Mexico,140147,1747,122642,19307167,240536
2020-05-06,Mexico,147847,1843,129381,19455014,242379
2020-05-07,Mexico,141275,1760,123629,19596289,244139
2020-05-08,Mexico,139160,1734,121779,19735449,245873
2020-05-09,Mexico,130991,1632,114630,19866440,247505
2020-05-10,Mexico,142043,1767,124301,20008483,249272
2020-05-11,Mexico,139589,1738,122154,20148072,251010
2020-05-12,Mexico,146066,1824,127822,20294138,252834
2020-05-13,Mexico,137553,1714,120372,20431691,254548
2020-05-14,Mexico,124787,1557,109201,20556478,256105
2020-05-15,Mexico,125645,1563,109952,20682123,257668
2020-05-16,Mexico,142489,1773,124692,20824612,259441
2020-05-17,Mexico,133669,1663,116973,20958281,261104
2020-05-18,Mexico,140809,1752,123222,21099090,262856
2020-05-19,Mexico,138842,1727,121500,21237932,264583
2020-05-20,Mexico,137202,1710,120065,21375134,266293
2020-05-21,Mexico,138040,1719,120798,21513174,268012
2020-05-22,Mexico,133089,1660,116466,21646263,269672
2020-05-23,Mexico,139450,1737,122032,21785713,271409
2020-05-24,Mexico,135966,1689,118983,21921679,273098
2020-05-25,Mexico,137993,1720,120757,22059672,274818
2020-05-26,Mexico,138925,1727,121573,22198597,276545
2020-05-27,Mexico,140253,1748,122735,22338850,278293
2020-05-28,Mexico,149137,1857,130509,22487987,280150
2020-05-29,Mexico,142384,1775,124600,22630371,281925
2020-05-30,Mexico,151493,1885,132571,22781864,283810
2020-05-31,Mexico,156115,1947,136616,22937979,285757
2020-06-01,Mexico,152104,1895,133106,23090083,287652
2020-06-02,Mexico,150743,1878,131915,23240826,289530
2020-06-03,Mexico,150234,1869,131469,23391060,291399
2020-06-04,Mexico,155310,1939,135911,23546370,293338
2020-06-05,Mexico,150635,1875,131820,23697005,295213
2020-06-06,Mexico,158550,1976,138747,23855555,297189
2020-06-07,Mexico,156980,1954,137373,24012535,299143
2020-06-08,Mexico,150779,1886,131946,24163314,301029
2020-06-09,Mexico,161763,2016,141558,24325077,303045
2020-06-10,Mexico,156872,1953,137278,24481949,304998
2020-06-11,Mexico,156697,1954,137125,24638646,306952
2020-06-12,Mexico,155167,1935,135786,24793813,308887
2020-06-13,Mexico,161745,2016,141543,24955558,310903
2020-06-14,Mexico,169985,2117,148753,25125543,313020
2020-06-15,Mexico,170727,2128,149403,25296270,315148
2020-06-16,Mexico,167961,2093,146982,25464231,317241
2020-06-17,Mexico,171664,2139,150223,25635895,319380
2020-06-18,Mexico,179030,2229,156669,25814925,321609
2020-06-19,Mexico,168746,2100,147669,25983671,323709
2020-06-20,Mexico,162171,2022,141915,26145842,325731
2020-06-21,Mexico,184804,2304,161722,26330646,328035
2020-06-22,Mexico,170666,2129,149349,26501312,330164
2020-06-23,Mexico,171021,2131,149660,26672333,332295
2020-06-24,Mexico,162914,2030,142566,26835247,334325
2020-06-25,Mexico,186041,2315,162804,27021288,336640
2020-06-26,Mexico,167963,2093,146984,27189251,338733
2020-06-27,Mexico,177786,2216,155580,27367037,340949
2020-06-28,Mexico,192163,2391,168161,27559200,343340
2020-06-29,Mexico,195459,2438,171046,27754659,345778
2020-06-30,Mexico,184432,2297,161396,27939091,348075
2020-07-01,Mexico,191366,2384,167464,28130457,350459
2020-07-02,Mexico,186193,2321,162937,28316650,352780
2020-07-03,Mexico,191336,2384,167438,28507986,355164
2020-07-04,Mexico,201433,2513,176274,28709419,357677
2020-07-05,Mexico,195814,2441,171356,28905233,360118
2020-07-06,Mexico,200448,2497,175412,29105681,362615
2020-07-07,Mexico,189991,2361,166261,29295672,364976
2020-07-08,Mexico,218823,2729,191492,29514495,367705
2020-07-09,Mexico,214513,2671,187720,29729008,370376
2020-07-10,Mexico,219641,2739,192207,29948649,373115
2020-07-11,Mexico,227118,2831,198751,30175767,375946
2020-07-12,Mexico,206543,2573,180745,30382310,378519
2020-07-13,Mexico,213612,2664,186931,30595922,381183
2020-07-14,Mexico,198773,2478,173946,30794695,383661
2020-07-15,Mexico,256443,3196,224413,31051138,386857
2020-07-16,Mexico,222012,2763,194282,31273150,389620
2020-07-17,Mexico,237444,2959,207787,31510594,392579
2020-07-18,Mexico,213638,2660,186954,31724232,395239
2020-07-19,Mexico,241184,3003,211060,31965416,398242
2020-07-20,Mexico,253242,3155,221612,32218658,401397
2020-07-21,Mexico,232973,2906,203874,32451631,404303
2020-07-22,Mexico,223702,2788,195761,32675333,407091
2020-07-23,Mexico,235873,2940,206412,32911206,410031
2020-07-24,Mexico,212745,2653,186173,33123951,412684
2020-07-25,Mexico,240797,2999,210721,33364748,415683
